Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
19,Male,1,3553,Fair,Low,Below Average,0,Yes,25,Master’s Degree,Married,0,Entry,Small,72,No,No,No,Good,Very High,Left
37,Female,8,6597,Excellent,Medium,Average,0,No,67,High School,Divorced,1,Entry,Large,81,No,Yes,No,Good,Medium,Stayed
50,Male,7,11230,Poor,Medium,Average,3,No,63,Master’s Degree,Married,3,Entry,Small,86,Yes,No,No,Fair,Low,Stayed
23,Male,4,9492,Fair,Very High,Average,2,No,41,Associate Degree,Divorced,1,Mid,Large,65,No,No,No,Poor,Medium,Left
28,Male,14,7857,Good,Medium,Average,0,Yes,54,Bachelor’s Degree,Single,1,Entry,Medium,50,No,No,No,Fair,Low,Left
20,Male,4,9480,Good,High,Average,2,No,60,Bachelor’s Degree,Single,2,Entry,Medium,64,No,No,No,Good,Medium,Left
20,Male,8,5884,Fair,High,Below Average,0,No,68,Associate Degree,Married,3,Mid,Large,35,No,No,No,Poor,Low,Left
46,Female,11,10138,Fair,High,Average,3,No,98,Bachelor’s Degree,Single,2,Mid,Medium,60,No,No,Yes,Good,Low,Left
32,Male,1,8872,Good,Very High,Average,0,No,65,High School,Married,2,Entry,Large,4,No,No,No,Good,Low,Left
26,Male,13,9097,Fair,High,Below Average,2,Yes,70,Associate Degree,Married,0,Entry,Medium,17,No,No,No,Poor,Medium,Left
21,Female,10,7087,Poor,High,High,0,Yes,79,Bachelor’s Degree,Divorced,0,Senior,Medium,54,No,No,No,Fair,Medium,Left
38,Male,7,9764,Excellent,Very High,Average,1,Yes,82,High School,Divorced,2,Entry,Small,66,No,No,No,Good,Low,Stayed
56,Male,40,10188,Fair,Very High,Average,0,No,46,Master’s Degree,Married,1,Mid,Small,112,No,No,No,Good,Very High,Left
52,Male,39,8404,Fair,Very High,Average,2,No,36,Bachelor’s Degree,Married,0,Mid,Medium,62,No,Yes,No,Poor,Medium,Left
20,Male,6,7725,Excellent,Very High,Average,0,No,38,Associate Degree,Divorced,0,Entry,Medium,79,Yes,No,No,Fair,Low,Stayed
36,Male,16,7471,Good,Very High,Average,3,No,29,High School,Single,4,Mid,Medium,59,No,No,Yes,Good,Low,Stayed
27,Male,10,5391,Poor,High,Average,0,No,36,Bachelor’s Degree,Married,6,Mid,Large,82,No,No,No,Fair,Medium,Stayed
57,Female,38,4824,Excellent,Medium,Average,0,No,53,PhD,Single,1,Entry,Medium,47,No,No,No,Good,Low,Left
20,Male,3,5907,Excellent,High,High,0,Yes,27,High School,Married,0,Senior,Small,9,No,No,Yes,Poor,Medium,Stayed
25,Male,15,9177,Excellent,High,High,0,No,24,Bachelor’s Degree,Divorced,1,Senior,Medium,32,No,No,No,Fair,Low,Stayed
49,Male,10,5686,Fair,Very High,High,2,Yes,59,High School,Divorced,0,Mid,Small,78,Yes,No,No,Good,Medium,Left
25,Female,13,6371,Fair,High,High,0,Yes,92,PhD,Married,1,Senior,Small,45,No,No,No,Good,Medium,Stayed
21,Female,8,5373,Excellent,Medium,Below Average,1,No,90,High School,Married,2,Entry,Large,43,No,No,No,Poor,Low,Left
52,Female,3,13510,Excellent,Medium,Below Average,2,No,13,Master’s Degree,Divorced,2,Senior,Small,27,Yes,No,No,Good,Medium,Stayed
24,Male,14,2425,Good,Low,Average,0,Yes,60,Associate Degree,Divorced,2,Senior,Medium,28,No,No,No,Good,Low,Stayed
44,Male,16,6207,Fair,Very High,Average,0,No,74,Bachelor’s Degree,Single,0,Mid,Medium,64,No,No,No,Good,High,Left
32,Female,17,9376,Good,Very High,High,0,Yes,53,Master’s Degree,Married,0,Mid,Medium,44,No,No,Yes,Good,High,Stayed
31,Female,12,4353,Fair,High,Below Average,3,No,69,High School,Married,0,Senior,Medium,57,No,No,Yes,Good,Low,Stayed
58,Male,19,8611,Poor,Very High,Below Average,0,No,36,Associate Degree,Married,1,Mid,Large,77,No,No,No,Poor,Low,Left
31,Male,15,8836,Excellent,High,Below Average,0,No,95,Associate Degree,Married,1,Mid,Small,46,No,No,No,Good,High,Left
25,Male,14,4086,Poor,High,Average,0,No,32,Master’s Degree,Married,0,Mid,Small,68,No,No,No,Poor,Medium,Left
53,Male,10,3778,Fair,High,Below Average,1,Yes,71,Bachelor’s Degree,Married,1,Entry,Large,67,No,No,Yes,Fair,Low,Stayed
31,Male,5,11083,Good,High,Average,3,Yes,20,High School,Married,1,Entry,Medium,84,No,No,No,Good,Low,Left
24,Male,9,3967,Excellent,Medium,Below Average,0,No,74,Bachelor’s Degree,Single,1,Senior,Medium,80,No,No,No,Poor,Low,Left
51,Male,27,5686,Fair,Very High,Average,0,No,49,High School,Married,3,Mid,Medium,44,Yes,No,Yes,Good,High,Stayed
28,Female,12,5643,Good,Very High,Average,1,No,43,Associate Degree,Married,2,Mid,Medium,31,No,No,Yes,Good,High,Stayed
39,Male,23,8530,Excellent,Medium,Below Average,0,Yes,60,Bachelor’s Degree,Married,0,Mid,Small,28,No,No,Yes,Poor,Low,Stayed
51,Male,35,4365,Good,Very High,Low,0,No,38,Bachelor’s Degree,Married,1,Entry,Medium,113,No,No,No,Poor,Low,Left
59,Female,3,4425,Poor,Medium,Average,3,No,72,Bachelor’s Degree,Married,0,Senior,Medium,52,No,No,No,Good,Low,Left
30,Male,10,10731,Fair,Very High,Average,0,No,6,Associate Degree,Married,0,Entry,Large,25,No,No,No,Good,Medium,Stayed
21,Female,11,5973,Excellent,Medium,Average,0,No,36,Master’s Degree,Divorced,2,Mid,Large,62,No,No,No,Good,Low,Stayed
56,Male,39,11799,Poor,High,High,0,No,57,High School,Single,3,Senior,Medium,64,No,No,No,Excellent,High,Left
35,Male,25,6903,Good,High,Average,0,Yes,37,Associate Degree,Married,0,Entry,Small,27,No,No,No,Good,Low,Stayed
45,Female,7,9267,Fair,High,Average,0,No,59,High School,Single,3,Mid,Medium,49,No,No,Yes,Fair,Medium,Left
54,Female,11,2390,Fair,Medium,Average,1,Yes,10,Associate Degree,Married,0,Entry,Medium,87,Yes,No,No,Good,Low,Left
27,Male,16,10396,Good,High,Average,0,Yes,83,Associate Degree,Married,1,Mid,Medium,34,No,No,No,Good,Medium,Left
22,Female,14,8669,Fair,High,Below Average,2,No,15,Master’s Degree,Married,3,Senior,Large,64,Yes,No,No,Good,High,Stayed
37,Male,26,4454,Fair,Very High,Below Average,0,No,56,Associate Degree,Divorced,2,Senior,Large,103,Yes,No,No,Good,Low,Stayed
26,Male,16,7692,Poor,Low,Average,0,No,78,Associate Degree,Married,3,Mid,Medium,28,No,No,No,Good,High,Stayed
35,Male,10,7322,Good,High,Below Average,0,No,93,Master’s Degree,Single,0,Mid,Medium,32,No,No,No,Good,Low,Left
48,Female,23,8044,Good,High,Average,0,No,91,Associate Degree,Single,3,Mid,Small,41,Yes,No,No,Fair,Low,Stayed
33,Male,6,8186,Excellent,High,Average,0,No,39,Master’s Degree,Married,1,Senior,Small,79,Yes,No,No,Good,Low,Stayed
49,Female,33,7302,Fair,High,High,0,No,23,High School,Divorced,0,Mid,Small,76,Yes,No,No,Fair,Medium,Stayed
50,Female,29,7665,Excellent,Very High,Average,1,No,59,High School,Married,1,Entry,Large,101,No,No,No,Fair,Medium,Left
41,Male,9,9309,Fair,High,Average,0,Yes,58,Bachelor’s Degree,Married,0,Mid,Medium,75,No,No,No,Good,High,Left
22,Female,10,4569,Fair,High,Average,0,No,29,Bachelor’s Degree,Married,4,Mid,Large,85,No,No,No,Good,High,Stayed
32,Male,20,7914,Good,High,High,2,No,88,Associate Degree,Married,0,Mid,Large,98,No,No,Yes,Good,Very High,Stayed
26,Female,11,8562,Good,Very High,Average,2,No,67,High School,Divorced,0,Entry,Large,19,Yes,No,No,Good,Low,Stayed
20,Female,2,6204,Good,Very High,Average,0,Yes,78,Bachelor’s Degree,Divorced,2,Entry,Medium,18,No,No,No,Fair,Low,Left
44,Male,9,5675,Good,Low,Average,3,No,79,Associate Degree,Single,1,Entry,Small,19,Yes,No,No,Good,Low,Left
22,Female,3,7232,Excellent,High,Average,1,Yes,86,High School,Married,1,Mid,Small,66,Yes,No,No,Good,High,Stayed
22,Male,4,7569,Poor,Medium,Below Average,1,No,13,Bachelor’s Degree,Married,0,Mid,Medium,6,Yes,No,No,Good,Medium,Stayed
22,Male,10,5860,Fair,High,High,0,No,97,Associate Degree,Married,2,Mid,Small,88,No,No,No,Good,Low,Left
51,Female,12,5500,Good,High,High,0,No,75,Master’s Degree,Married,3,Senior,Large,81,No,No,No,Good,Medium,Stayed
20,Male,5,10395,Excellent,Low,Average,0,No,92,Bachelor’s Degree,Single,1,Mid,Medium,75,Yes,No,Yes,Good,Medium,Stayed
19,Male,7,6498,Poor,High,Below Average,0,No,79,Master’s Degree,Single,5,Mid,Medium,49,No,No,Yes,Good,Medium,Left
46,Male,3,3560,Excellent,Medium,Average,2,No,15,PhD,Married,4,Senior,Medium,18,No,No,No,Poor,Medium,Stayed
39,Male,19,9605,Good,High,Average,2,Yes,47,High School,Married,1,Senior,Large,40,No,No,No,Fair,Low,Stayed
46,Female,23,5664,Excellent,High,Average,2,No,33,PhD,Married,0,Entry,Small,51,No,No,Yes,Excellent,Low,Stayed
24,Male,11,5942,Fair,Very High,Average,0,Yes,58,Associate Degree,Married,0,Senior,Small,24,Yes,No,No,Poor,Low,Stayed
56,Male,33,8881,Fair,High,Below Average,2,Yes,94,High School,Divorced,3,Mid,Large,39,Yes,No,No,Fair,Very High,Stayed
41,Male,6,10809,Fair,Medium,Average,0,No,1,Master’s Degree,Single,0,Senior,Medium,49,No,No,No,Poor,Medium,Stayed
42,Male,33,5638,Fair,Medium,Average,0,No,88,Master’s Degree,Married,0,Mid,Small,93,No,No,Yes,Poor,Low,Left
26,Female,16,3989,Good,High,Low,1,No,75,Master’s Degree,Married,0,Entry,Large,17,No,No,No,Good,Low,Left
23,Male,13,7635,Good,High,Average,2,No,93,PhD,Married,4,Mid,Small,17,No,Yes,No,Poor,Medium,Stayed
20,Male,6,4420,Excellent,Medium,Below Average,2,Yes,17,Bachelor’s Degree,Divorced,0,Senior,Medium,69,No,No,No,Good,Low,Stayed
35,Male,9,7017,Good,Low,Average,0,Yes,90,Bachelor’s Degree,Married,1,Mid,Large,24,Yes,No,No,Excellent,Low,Stayed
48,Female,39,8737,Good,Very High,Below Average,2,Yes,34,Master’s Degree,Married,1,Mid,Medium,58,No,No,No,Fair,High,Stayed
39,Female,26,8800,Excellent,High,Average,2,Yes,3,Associate Degree,Single,0,Mid,Medium,70,Yes,No,No,Good,Low,Stayed
45,Male,15,10697,Poor,High,Average,2,No,24,Master’s Degree,Divorced,0,Senior,Small,78,Yes,No,No,Excellent,Low,Stayed
33,Female,13,9539,Excellent,High,Average,1,No,36,PhD,Single,3,Mid,Medium,57,Yes,No,No,Poor,Very High,Stayed
25,Male,1,4490,Fair,High,Average,0,No,48,Associate Degree,Divorced,0,Mid,Medium,64,No,No,No,Fair,High,Left
54,Female,21,5351,Poor,High,Average,1,No,79,Bachelor’s Degree,Married,1,Mid,Medium,30,No,No,No,Good,Very High,Stayed
51,Male,30,5795,Good,Medium,Average,1,Yes,8,Master’s Degree,Single,4,Entry,Small,75,No,No,No,Poor,Low,Left
24,Male,8,8844,Good,Very High,Average,1,No,87,Bachelor’s Degree,Married,0,Mid,Medium,83,No,No,Yes,Poor,Low,Stayed
45,Female,10,8057,Good,High,Below Average,0,Yes,47,High School,Single,0,Entry,Medium,14,No,No,No,Good,High,Left
55,Female,25,8017,Good,Very High,High,2,Yes,7,High School,Married,0,Mid,Medium,55,No,No,No,Good,Medium,Stayed
33,Male,2,6693,Good,Medium,Average,1,No,61,Bachelor’s Degree,Married,1,Entry,Medium,74,No,No,No,Good,Medium,Left
23,Male,7,5607,Good,High,High,2,No,84,High School,Single,0,Mid,Medium,41,No,Yes,No,Poor,Very High,Stayed
48,Male,13,10750,Excellent,High,Below Average,2,Yes,64,Master’s Degree,Divorced,1,Mid,Medium,39,Yes,No,No,Poor,Low,Stayed
43,Male,25,3983,Good,High,Average,0,No,74,Bachelor’s Degree,Single,2,Mid,Small,76,No,Yes,No,Fair,Low,Left
50,Male,15,3939,Poor,Medium,Average,1,No,8,Associate Degree,Married,3,Senior,Medium,22,Yes,No,No,Good,High,Stayed
42,Female,6,5379,Good,High,Average,0,Yes,88,Associate Degree,Married,1,Mid,Medium,61,No,No,No,Poor,Low,Left
19,Male,9,9690,Good,Very High,Below Average,1,Yes,28,Bachelor’s Degree,Divorced,2,Mid,Medium,51,No,No,No,Excellent,Medium,Stayed
20,Male,10,9199,Poor,Medium,Average,0,No,3,Associate Degree,Married,1,Mid,Medium,76,No,No,No,Good,Low,Left
42,Male,15,11725,Excellent,High,Average,0,No,91,Associate Degree,Married,0,Senior,Medium,73,No,No,No,Good,Low,Stayed
35,Female,15,6403,Good,Very High,Average,0,Yes,66,Associate Degree,Married,4,Entry,Medium,37,No,No,No,Good,Medium,Stayed
32,Male,4,9533,Fair,High,High,2,Yes,54,High School,Married,0,Entry,Medium,17,No,No,No,Poor,High,Stayed
25,Female,15,7162,Poor,High,Average,1,No,95,PhD,Married,0,Mid,Large,89,No,No,No,Poor,Medium,Left
58,Male,1,6196,Fair,Medium,High,1,No,22,Master’s Degree,Married,1,Mid,Small,10,No,No,No,Good,Medium,Stayed
37,Male,4,9071,Excellent,High,Average,1,Yes,44,Master’s Degree,Single,1,Entry,Large,71,Yes,No,No,Poor,Medium,Left
49,Male,18,5943,Good,Very High,Average,0,No,28,High School,Married,0,Entry,Medium,66,Yes,No,No,Fair,High,Stayed
29,Female,8,6399,Good,High,Average,0,No,55,High School,Single,4,Mid,Small,14,Yes,No,No,Fair,Low,Left
31,Female,14,8307,Good,High,Average,2,Yes,27,PhD,Single,4,Senior,Medium,64,No,No,Yes,Good,Low,Stayed
44,Female,36,2647,Poor,High,High,1,Yes,4,Master’s Degree,Single,1,Entry,Medium,62,No,No,No,Fair,Medium,Left
49,Male,17,12434,Fair,High,Below Average,0,No,12,Bachelor’s Degree,Divorced,1,Entry,Large,92,No,No,No,Good,Low,Stayed
25,Male,17,11371,Good,High,Below Average,4,No,23,Master’s Degree,Divorced,1,Senior,Medium,29,Yes,No,Yes,Good,Medium,Stayed
48,Male,5,7035,Fair,Low,Average,0,Yes,78,PhD,Single,2,Mid,Medium,22,No,No,No,Excellent,Medium,Stayed
51,Male,29,7838,Poor,Low,High,0,No,20,Associate Degree,Married,0,Senior,Medium,81,No,No,No,Fair,High,Stayed
25,Female,16,9922,Excellent,Very High,Low,0,Yes,49,High School,Single,1,Entry,Medium,24,No,No,No,Poor,High,Left
34,Female,17,6951,Fair,High,Average,2,Yes,36,Bachelor’s Degree,Married,0,Mid,Small,80,Yes,No,No,Good,High,Stayed
55,Female,16,10390,Fair,Medium,Average,0,No,10,Master’s Degree,Single,1,Entry,Small,68,No,No,No,Poor,High,Left
54,Female,29,8163,Fair,Very High,Average,2,Yes,37,Master’s Degree,Single,1,Mid,Small,33,No,No,No,Poor,High,Left
20,Male,10,9229,Good,Medium,High,2,No,53,High School,Married,1,Mid,Medium,66,No,No,No,Good,Medium,Stayed
35,Female,19,4924,Good,High,Below Average,1,No,98,Associate Degree,Married,5,Entry,Small,96,No,No,No,Good,Medium,Left
22,Female,7,3637,Good,High,High,0,No,50,Master’s Degree,Single,0,Mid,Small,9,No,No,No,Good,Very High,Left
19,Male,6,7773,Excellent,High,Average,2,No,96,Master’s Degree,Married,0,Mid,Medium,37,No,No,No,Poor,Medium,Stayed
51,Male,9,5926,Fair,Very High,Average,1,Yes,54,Master’s Degree,Single,0,Entry,Medium,30,No,No,No,Fair,High,Left
55,Male,41,3262,Good,High,High,0,No,97,Bachelor’s Degree,Divorced,0,Entry,Medium,100,Yes,No,No,Excellent,Medium,Left
43,Female,19,8086,Good,High,Average,2,No,61,High School,Married,3,Senior,Medium,98,No,No,No,Fair,Medium,Stayed
40,Female,20,6600,Fair,High,Average,0,Yes,47,Master’s Degree,Divorced,4,Mid,Large,81,No,No,No,Good,High,Stayed
59,Male,4,8171,Fair,High,Low,1,No,99,Bachelor’s Degree,Married,0,Mid,Medium,75,No,No,No,Poor,Low,Left
47,Male,29,5439,Fair,High,Below Average,0,No,51,Associate Degree,Married,1,Mid,Medium,30,No,No,No,Good,Low,Left
40,Male,8,10056,Fair,Very High,Average,0,Yes,72,Bachelor’s Degree,Single,1,Mid,Small,13,No,No,No,Fair,Low,Left
33,Female,1,4159,Poor,Very High,High,0,Yes,18,Master’s Degree,Married,1,Mid,Medium,47,No,No,No,Good,Very High,Left
20,Female,4,4734,Excellent,High,Average,0,Yes,71,Master’s Degree,Single,1,Mid,Large,42,No,No,No,Fair,Low,Left
52,Male,9,8570,Good,High,Average,0,No,27,Bachelor’s Degree,Married,1,Mid,Small,62,Yes,No,No,Poor,High,Stayed
43,Female,27,5597,Good,Very High,High,2,Yes,82,High School,Single,1,Mid,Medium,66,No,No,Yes,Poor,Medium,Left
54,Male,37,12762,Excellent,Very High,Average,2,No,63,PhD,Divorced,0,Mid,Medium,87,No,No,No,Good,Low,Stayed
58,Male,25,10486,Fair,High,Average,0,No,71,Bachelor’s Degree,Married,0,Entry,Medium,95,No,No,No,Good,Medium,Left
25,Female,10,8883,Good,High,High,0,Yes,25,Bachelor’s Degree,Divorced,5,Entry,Large,39,No,No,No,Excellent,Medium,Stayed
31,Female,11,6868,Good,High,Average,0,Yes,55,Master’s Degree,Single,1,Mid,Medium,25,No,No,No,Good,Low,Stayed
40,Male,9,5967,Poor,Very High,Below Average,1,Yes,50,Associate Degree,Single,3,Entry,Medium,87,No,No,Yes,Poor,Medium,Left
23,Female,2,8625,Fair,Very High,Average,1,Yes,47,Associate Degree,Divorced,0,Entry,Medium,42,Yes,No,Yes,Good,Medium,Stayed
23,Female,4,8900,Good,Very High,Average,1,Yes,71,Associate Degree,Married,1,Entry,Large,77,No,No,No,Excellent,High,Left
23,Male,13,8117,Fair,High,Average,0,No,3,Master’s Degree,Married,1,Entry,Medium,48,No,No,No,Fair,Low,Stayed
21,Male,6,10343,Fair,Medium,Average,0,No,39,Master’s Degree,Single,3,Senior,Small,41,No,No,No,Good,Low,Stayed
40,Female,30,9323,Good,High,Average,0,No,87,Associate Degree,Single,4,Mid,Small,57,No,No,No,Fair,High,Left
41,Male,21,11354,Good,Very High,High,0,Yes,34,High School,Divorced,2,Senior,Large,69,No,No,No,Good,Low,Stayed
26,Male,16,6122,Excellent,High,High,0,No,57,Master’s Degree,Divorced,4,Mid,Medium,40,No,No,Yes,Poor,High,Stayed
53,Male,36,7256,Good,Very High,Below Average,0,Yes,98,Master’s Degree,Single,2,Mid,Small,109,No,No,No,Good,Low,Left
26,Female,11,7866,Good,Medium,Below Average,2,No,23,Bachelor’s Degree,Married,0,Mid,Medium,82,No,No,No,Fair,High,Left
52,Male,27,8012,Poor,High,High,1,No,37,High School,Married,2,Entry,Medium,52,No,Yes,No,Excellent,Medium,Left
29,Male,13,7803,Excellent,Low,Average,0,No,58,High School,Married,2,Entry,Small,91,No,No,No,Poor,Low,Left
43,Male,17,7107,Poor,High,Average,1,No,80,Associate Degree,Married,2,Mid,Medium,73,Yes,No,Yes,Excellent,Low,Stayed
28,Male,20,6696,Fair,Low,Average,1,Yes,72,High School,Married,1,Entry,Medium,36,No,No,No,Good,Low,Left
44,Male,17,4679,Fair,Medium,Average,2,Yes,84,High School,Married,0,Senior,Medium,64,No,No,No,Good,Medium,Stayed
59,Male,29,9493,Excellent,High,Below Average,1,No,11,Bachelor’s Degree,Married,0,Mid,Small,33,No,No,No,Good,High,Stayed
43,Female,1,7084,Good,High,Average,2,Yes,74,Bachelor’s Degree,Married,2,Entry,Medium,7,Yes,No,No,Excellent,Low,Stayed
21,Female,8,3643,Excellent,High,Average,0,No,37,Associate Degree,Single,0,Mid,Large,38,No,No,Yes,Good,High,Left
43,Male,8,7813,Fair,Very High,High,1,No,52,Associate Degree,Divorced,1,Entry,Small,28,No,No,No,Good,Low,Left
51,Male,38,8886,Good,High,High,2,Yes,39,High School,Married,0,Mid,Small,114,No,No,No,Poor,Low,Stayed
29,Female,10,5127,Excellent,High,Average,2,No,41,Master’s Degree,Divorced,0,Mid,Small,11,No,No,No,Good,Low,Stayed
34,Female,24,7033,Good,Medium,Average,2,No,95,Bachelor’s Degree,Single,1,Entry,Medium,66,No,No,No,Excellent,High,Left
22,Female,9,6671,Good,Medium,High,2,No,44,Bachelor’s Degree,Single,6,Mid,Large,80,No,No,No,Good,Low,Stayed
45,Female,14,8591,Good,Low,Below Average,2,Yes,47,Associate Degree,Married,0,Entry,Small,48,Yes,No,No,Good,High,Stayed
50,Male,33,5889,Poor,Very High,High,0,No,28,Bachelor’s Degree,Married,4,Entry,Small,43,Yes,No,No,Good,Medium,Stayed
34,Male,13,6200,Good,High,Average,0,No,18,Bachelor’s Degree,Married,0,Entry,Small,41,Yes,No,No,Good,Low,Stayed
30,Female,13,6244,Good,High,High,0,Yes,53,PhD,Single,1,Senior,Medium,17,No,No,No,Poor,Low,Stayed
43,Male,7,9554,Excellent,Low,Average,1,No,11,High School,Divorced,2,Mid,Medium,73,No,No,No,Excellent,Low,Stayed
34,Male,22,7167,Poor,High,Average,0,No,19,Bachelor’s Degree,Divorced,3,Mid,Small,63,No,Yes,No,Poor,Low,Stayed
48,Female,39,4125,Good,High,Average,4,Yes,19,High School,Single,3,Entry,Medium,42,No,No,No,Poor,Low,Stayed
21,Male,4,5882,Good,High,Below Average,0,No,6,Associate Degree,Single,4,Mid,Medium,69,No,No,Yes,Fair,High,Left
20,Female,9,4634,Poor,Low,Average,0,No,84,Master’s Degree,Married,2,Entry,Small,64,No,No,Yes,Poor,High,Left
34,Female,12,9747,Poor,High,Below Average,0,No,65,Master’s Degree,Married,0,Mid,Large,25,No,No,No,Excellent,Medium,Stayed
42,Male,2,8993,Fair,Very High,High,0,No,58,Associate Degree,Married,2,Entry,Medium,67,No,Yes,No,Poor,Medium,Left
46,Male,16,7492,Poor,Low,Average,0,Yes,68,High School,Single,1,Entry,Large,37,No,No,No,Good,High,Left
48,Female,14,4531,Good,High,Average,0,No,78,Master’s Degree,Divorced,3,Entry,Medium,75,No,No,No,Good,Medium,Stayed
31,Male,19,4931,Good,High,Average,0,No,32,High School,Married,2,Entry,Medium,60,No,No,No,Poor,Low,Left
33,Female,3,10159,Good,Very High,Low,0,No,74,Associate Degree,Married,0,Mid,Medium,21,No,No,No,Good,Medium,Stayed
25,Female,5,7031,Fair,Very High,Average,0,No,96,Bachelor’s Degree,Married,3,Entry,Small,71,Yes,No,No,Good,High,Left
25,Male,16,5053,Poor,Very High,High,0,Yes,82,Associate Degree,Single,0,Entry,Large,94,No,No,No,Good,Low,Left
25,Female,2,6878,Good,Low,Average,1,No,33,Bachelor’s Degree,Single,1,Mid,Medium,37,No,No,No,Good,Low,Stayed
54,Female,23,8793,Excellent,Very High,Below Average,1,No,28,High School,Single,0,Senior,Medium,100,No,No,No,Good,Low,Stayed
23,Female,9,8231,Poor,Medium,Average,3,No,54,Master’s Degree,Single,4,Senior,Medium,23,No,No,No,Good,High,Stayed
32,Female,10,7609,Excellent,Medium,High,1,No,76,High School,Single,0,Mid,Medium,87,No,No,No,Good,Low,Stayed
37,Male,2,3589,Excellent,Low,Average,0,No,96,Master’s Degree,Single,5,Mid,Large,31,No,No,No,Fair,Low,Left
24,Female,4,8905,Fair,Very High,Average,1,Yes,37,Bachelor’s Degree,Single,4,Senior,Medium,70,No,No,No,Good,Medium,Left
57,Female,17,9203,Fair,High,Average,0,Yes,24,Bachelor’s Degree,Married,0,Entry,Medium,75,Yes,No,Yes,Poor,Medium,Left
26,Male,13,8136,Good,Very High,Average,0,No,96,Master’s Degree,Single,4,Senior,Medium,59,No,No,No,Good,Medium,Left
41,Male,28,9418,Good,High,High,4,No,44,High School,Married,2,Mid,Medium,63,No,No,No,Excellent,High,Stayed
40,Male,21,8335,Fair,High,Average,1,Yes,93,High School,Single,1,Senior,Small,37,No,No,No,Fair,Low,Left
42,Female,8,8815,Excellent,Medium,Below Average,1,No,8,High School,Married,1,Mid,Medium,43,Yes,No,Yes,Poor,Medium,Stayed
20,Female,11,7214,Good,High,High,3,No,70,Associate Degree,Single,0,Mid,Medium,27,No,No,No,Good,Low,Stayed
28,Female,14,6819,Excellent,Medium,Average,0,No,20,High School,Single,4,Senior,Small,68,No,No,Yes,Poor,Low,Stayed
20,Female,9,7970,Good,Medium,Average,3,No,65,Associate Degree,Married,1,Senior,Small,41,No,No,No,Poor,Low,Stayed
47,Male,13,6036,Fair,Very High,Average,0,No,41,High School,Single,0,Mid,Medium,25,No,No,No,Fair,High,Left
34,Male,26,9089,Fair,Medium,Average,2,Yes,15,High School,Married,5,Entry,Small,66,No,No,Yes,Good,High,Stayed
33,Female,25,10610,Good,Very High,High,0,Yes,1,Bachelor’s Degree,Married,6,Mid,Large,88,No,No,Yes,Excellent,Low,Stayed
44,Female,20,8332,Excellent,Very High,Average,2,No,33,Associate Degree,Single,2,Mid,Medium,32,Yes,No,No,Good,Low,Stayed
59,Female,15,7503,Good,Very High,Below Average,0,No,52,High School,Divorced,5,Mid,Medium,32,No,No,No,Good,Very High,Stayed
49,Female,36,6453,Excellent,Very High,Average,0,No,96,Associate Degree,Married,0,Entry,Medium,98,No,No,No,Good,Low,Stayed
27,Male,8,7808,Excellent,Low,Average,0,Yes,92,Master’s Degree,Divorced,1,Mid,Small,84,No,No,No,Good,Low,Stayed
26,Female,2,7942,Excellent,High,High,1,No,28,Master’s Degree,Married,3,Entry,Medium,15,No,No,No,Good,Medium,Stayed
19,Male,3,6467,Fair,High,Average,2,No,71,High School,Single,2,Mid,Medium,20,No,No,Yes,Fair,Medium,Left
30,Male,1,7420,Poor,High,Average,0,No,7,Master’s Degree,Divorced,1,Mid,Small,56,No,No,No,Good,High,Left
40,Female,8,3752,Good,Medium,Average,0,Yes,78,Associate Degree,Divorced,0,Mid,Small,73,No,No,No,Good,Low,Left
47,Male,4,3720,Fair,Medium,Average,0,No,22,Bachelor’s Degree,Married,1,Senior,Large,8,No,No,No,Fair,High,Stayed
42,Female,24,7708,Poor,Low,Below Average,1,No,11,Bachelor’s Degree,Married,0,Entry,Medium,99,No,No,No,Good,Medium,Left
50,Male,14,7077,Excellent,High,High,1,Yes,54,Bachelor’s Degree,Single,1,Entry,Medium,70,No,No,No,Excellent,Low,Stayed
44,Male,10,3670,Good,Low,Average,0,No,64,Master’s Degree,Divorced,0,Mid,Medium,89,No,No,No,Excellent,Medium,Stayed
45,Female,22,10502,Good,Medium,Low,0,No,80,Master’s Degree,Married,1,Senior,Medium,34,No,No,No,Good,Low,Stayed
46,Male,10,6632,Poor,Medium,High,2,No,1,Bachelor’s Degree,Married,3,Entry,Small,22,No,No,No,Good,Low,Stayed
55,Female,30,8344,Good,High,Average,3,No,94,Bachelor’s Degree,Single,0,Entry,Large,72,No,Yes,No,Good,Medium,Left
40,Male,22,9777,Good,Low,Below Average,0,No,58,Bachelor’s Degree,Married,1,Entry,Large,76,No,No,Yes,Good,Medium,Left
59,Female,27,11557,Excellent,Medium,Low,0,No,73,High School,Single,1,Senior,Large,90,No,No,No,Good,Medium,Stayed
58,Male,16,5319,Excellent,High,High,1,No,88,Associate Degree,Married,1,Mid,Small,50,No,No,No,Poor,Medium,Stayed
18,Male,2,5702,Excellent,High,Average,0,No,63,Associate Degree,Married,0,Senior,Medium,79,No,No,No,Poor,High,Stayed
